,Created,GPS,Location,Model,POST ID,latitude,longitude
8152,2021:01:06 05:15:07,"38 deg 54' 5.04"" N, 77 deg 2' 10.68"" W",False,iPhone XS,TxM1JgGIikUv,38.901399999999995,-77.0363
8153,2021:01:06 08:00:00,,False,,Txuj6mpavGD8,,
8154,2021:01:06 06:34:29,,False,iPhone 8 Plus,TxWPek6v3YhU,,
8155,2021:01:06 18:19:02,,False,,TxyLcNLuaxgV,,
8156,2021:01:06 03:18:30,,False,,tY3ej0UKX2zl,,
8157,2021:01:06 22:44:10,,False,iPhone 11 Pro Max,TY8rUJcNEH9a,,
8158,2021:01:06 01:57:51,,False,,TYaKEtUl2f6U,,
8159,2021:01:06 15:12:39,,False,,Tyd1ScCFT4ev,,
8160,2021:01:06 21:29:06,,False,,tYhR6xETiuRN,,
8161,2021:01:06 14:30:25,,False,,TyiCoXfotnKS,,
8162,2021:01:06 04:26:18,,False,,TyLPlv1wDXhV,,
8163,2021:01:06 02:50:30,,False,,tYn6UbRPw1aX,,
8164,2021:01:06 17:03:28,,False,,tYnukL7AvLqP,,
8165,2021:01:06 19:53:31,,False,,tZ6kOr9TAJAs,,
8166,2021:01:06 22:53:43,,False,,tZBDCm3tMjbs,,
8167,2021:01:06 18:14:05,,False,,TZcA8zfz4bRH,,
8168,2021:01:06 16:29:38,,False,iPhone 7,tzF462AqPYkD,,
8169,2021:01:06 01:36:43-08:00,,False,,TZGYJsjTNcEg,,
8170,2021:01:06 19:52:44,,False,,tZHMkoyPFJl0,,
8171,2021:01:06 06:57:16,,False,,tZtUFcIb4Uue,,
8172,2021:01:06 20:36:13,,False,,TzxTGc6F0tHE,,
8173,2021:01:06 20:28:54,,False,,TZxwRuXGnAK3,,
8174,2021:01:06 08:18:17,"27 deg 40' 48.36"" N, 97 deg 21' 6.84"" W",False,iPhone XR,tZZ46VT0BTA0,27.6801,-97.3519
8175,2021:01:06 22:58:38,,False,,u00b2SGYc9uK,,
8176,2021:01:06 22:09:18,,False,,U04wk0F3dfuR,,
8177,2021:01:06 15:03:57,,False,,U0O0ilcOPkls,,
8178,2021:01:06 19:57:48,,False,iPhone XS Max,u0RRq0LqkbDp,,
8179,2021:01:06 19:46:50,,False,iPhone 11,U0uk7tIOYj98,,
8180,2021:01:06 22:19:47,,False,,U0vYq9nBgFsk,,
8181,2021:01:06 21:11:57,,False,,U0x7kbofMuDi,,
8182,2021:01:06 19:50:35,,False,iPhone XR,u15B2m0pJPOV,,
8183,2021:01:06 22:12:50,,False,,U16Df4n9E7IC,,
8184,2021:01:06 00:40:02,,False,,U1gEI05arvjr,,
8185,2021:01:06 19:32:24,"28 deg 36' 30.96"" N, 81 deg 31' 32.16"" W",False,iPhone 7,U1mzenShpPOr,28.608600000000003,-81.5256
8186,2021:01:06 06:01:17,,False,,u1SnHQFL9ykI,,
8187,2021:01:06 13:00:00,"27 deg 52' 35.76"" N, 82 deg 29' 52.08"" W",False,iPhone XR,U2Bgm1O8T67c,27.8766,-82.4978
8188,2021:01:06 09:58:51,,False,,U2PLmP0pkPoi,,
8189,2021:01:06 22:37:30,,False,,u2TUvb1o9Mp0,,
8190,2021:01:06 18:05:14,,False,,U3cE0EfBMwXF,,
8191,2021:01:06 22:48:46,,False,,u3gT7zhjo6Ua,,
8192,2021:01:06 06:18:38,,False,,U3loEBKwQx1T,,
8193,2021:01:06 22:06:48,,False,,U3OEIYJaDhcR,,
8194,2021:01:06 21:36:48,,False,,U3P1Lcr8B7pR,,
8195,2021:01:06 05:36:23,"41 deg 59' 8.16"" N, 88 deg 3' 34.56"" W",False,iPhone 11,U3v4GfRp5HHC,41.9856,-88.0596
8196,2021:01:06 00:30:07,,False,,u48d9CVTns0d,,
8197,2021:01:06 04:33:41,,False,,u4XgGCz9TFIn,,
8198,2021:01:06 02:27:53,"36 deg 50' 27.96"" N, 76 deg 7' 13.44"" W",False,iPhone XS Max,U5dl2ZqTiqAB,36.841100000000004,-76.12039999999999
8199,2021:01:06 19:58:07,"27 deg 13' 8.40"" N, 80 deg 14' 24.00"" W",False,iPhone XR,u5E6Yc6H1FAN,27.218999999999998,-80.24
8200,2021:01:06 18:10:58,,False,,U5FZpJZn29HO,,
8201,2021:01:06 20:03:39,,False,,u5I1dVaQS0i8,,
8202,2021:01:06 16:57:34,,False,iPhone XR,U5NJK3OIQvK0,,
8203,2021:01:06 21:35:44,"35 deg 26' 54.24"" N, 97 deg 41' 56.40"" W",False,iPhone 8 Plus,U5q9wjOKHLs0,35.4484,-97.699
8204,2021:01:06 21:52:50,,False,iPhone XR,U5wtY8eb7o2n,,
8205,2021:01:06 21:14:50,,False,,U5WWoFvl3Ccy,,
8206,2021:01:06 09:29:30,,False,,U5XW5Hg25G9k,,
8207,2021:01:06 13:26:35,"28 deg 31' 9.84"" N, 81 deg 16' 48.00"" W",False,iPhone 11,u6508Mn4OKvC,28.519399999999997,-81.28
8208,2021:01:06 22:11:33,,False,,U6iuw1aRjmJU,,
8209,2021:01:06 19:57:27,,False,iPhone 7 Plus,u6mVlI2CJtSG,,
8210,2021:01:06 21:17:20,,False,,U6pLHjDOlyjM,,
8211,2021:01:06 22:43:32,"34 deg 26' 31.92"" N, 119 deg 8' 55.32"" W",False,iPhone 7,U6QOdIQYgMZq,34.4422,-119.1487
8212,2021:01:06 04:36:53,,False,,U70GPi3kOo1J,,
8213,2021:01:06 22:27:40,,False,,u71V17jTBIk8,,
8214,2021:01:06 16:57:43,,False,iPhone 11,U7bz3e1xPKpK,,
8215,2021:01:06 23:46:56,,False,,u7LwOAOZkkU8,,
8216,2021:01:06 15:10:12,"32 deg 27' 1.80"" N, 81 deg 42' 36.36"" W",False,iPhone 11,u7r4goZeMF1J,32.450500000000005,-81.7101
8217,2021:01:06 20:45:08,,False,,u7ZYWEeJJKm8,,
8218,2021:01:06 19:39:24,,False,,u94nx9Vrz524,,
8219,2021:01:06 08:47:40-08:00,,False,,U9d7gemsBVMT,,
8220,2021:01:06 18:08:49,,False,,u9JrxmGy2Wyq,,
8221,2021:01:06 00:58:24,,False,,u9lsWdsEcOp8,,
8222,2021:01:06 07:45:28,,False,,u9Q3iTlKbuQ5,,
8223,2021:01:06 18:40:55,,False,,U9rEz2MQVCLu,,
8224,2021:01:06 21:17:20,,False,,u9SeZRw6lJk6,,
8225,2021:01:06 18:59:08,,False,,Ua39cCzK7C4g,,
8226,2021:01:06 17:37:20,,False,,Ua9VxbTrBaNn,,
8227,2021:01:06 12:03:04,"27 deg 47' 42.00"" N, 82 deg 19' 56.64"" W",False,iPhone X,uaiAYb2drR5f,27.795,-82.33239999999999
8228,2021:01:06 13:15:03,,False,,uAjwwyEcjRN2,,
8229,2021:01:06 14:13:23,,False,,uAMsXt4n2Y05,,
8230,2021:01:06 20:16:21,,False,,uAPJH8iIjW0K,,
8231,2021:01:06 10:24:21,,False,,UAy5Vwh2Dg3c,,
8232,2021:01:06 07:14:05,,False,,UB2twx8sVOcJ,,
8233,2021:01:06 20:28:54,,False,,uBakQlif73rP,,
8234,2021:01:06 23:17:29,,False,,uBCSFu0nTCoL,,
8235,2021:01:06 17:22:13,,False,,ubjC86555E1H,,
8236,2021:01:06 19:09:22,,False,,ubReeoYTYKco,,
8237,2021:01:06 16:59:45,,False,iPhone SE,UBSyCbo3DaAU,,
8238,2021:01:06 18:49:25,,False,,ubwEinkDpFMM,,
8239,2021:01:06 21:48:38,,False,,ubzgDV2vERDY,,
8240,2021:01:06 19:07:06,,False,,UbzjRVsiQDpp,,
8241,2021:01:06 16:59:40,,False,,uc65u712fufc,,
8242,2021:01:06 00:35:24,,False,,UCJbmFp9DOZB,,
8243,2021:01:06 04:12:38,,False,,ucKVFF8Ns5QZ,,
8244,2021:01:06 22:24:50,,False,,uCMA9Ps5K8gM,,
8245,2021:01:06 20:28:54,,False,,uCo2nOFw3HHc,,
8246,2021:01:06 18:58:18,,False,,UCPvVR5JiDMa,,
8247,2021:01:06 19:19:35,,False,,ucQiq36hijjB,,
8248,2021:01:06 19:15:24,,False,,uCt8VxI6uCnp,,
8249,2021:01:06 04:45:01,,False,,UcXuXWFS8ksG,,
8250,2021:01:06 19:57:27,,False,iPhone 7 Plus,uCZR7pg56fhT,,
8251,2021:01:06 20:00:14,,False,,UdeMNVjX2VfG,,
8252,2021:01:06 19:20:26,,False,iPhone SE (2nd generation),uDjCWE2rXGT7,,
8253,2021:01:06 20:32:29,,False,,udP9NRlBL0a3,,
8254,2021:01:06 05:35:03,,False,,uDtxJCrKHl4R,,
8255,2021:01:06 23:59:00,,False,,UdXTpu7hfqo2,,
8256,2021:01:06 19:15:30,,False,,udYYVYxue3q3,,
8257,2021:01:06 04:00:18,,False,,uECXyMIaGFYh,,
8258,2021:01:06 18:59:29,,False,iPhone SE (2nd generation),ueowWVxt2iyh,,
8259,2021:01:06 20:15:06,,False,,ueRBsCpoy8bS,,
8260,2021:01:06 18:31:37,,False,,UETSBa1xEgAn,,
8261,2021:01:06 00:11:01,,False,,uF25OOPTiUmr,,
8262,2021:01:06 17:39:30,,False,,uf45S7TY0Ja1,,
8263,2021:01:06 20:18:29,,False,,uFBg1ndmApY3,,
8264,2021:01:06 18:33:52,,False,iPhone 7,uFgMr2kkSIX1,,
8265,2021:01:06 20:00:14,,False,,UfgUrvYW9e2J,,
8266,2021:01:06 15:31:42,"33 deg 53' 59.64"" N, 78 deg 53' 59.64"" W",False,iPhone XR,ufoms4kU3ESu,33.8999,-78.8999
8267,2021:01:06 05:43:08,,False,iPhone SE (2nd generation),ufWdBQ69Bj1f,,
8268,2021:01:06 05:33:42,,False,,UfX2FqNH4AYa,,
8269,2021:01:06 03:14:51,,False,,uGaRG1q9pY6G,,
8270,2021:01:06 18:45:26,,False,,uGhaVL3MIDk4,,
8271,2021:01:06 23:24:44,,False,,uGjzAIBo4eJz,,
8272,2021:01:06 23:44:59,"37 deg 40' 54.48"" N, 122 deg 6' 10.44"" W",False,iPhone 8,Ugka2AT6luBl,37.681799999999996,-122.10289999999999
8273,2021:01:06 18:44:21,,False,,UgLZ4d6bRdAV,,
8274,2021:01:06 08:01:41,,False,iPhone 7 Plus,uGm4YhqVA7tP,,
8275,2021:01:06 17:56:11,,False,,uGpW46XENKRD,,
8276,2021:01:06 20:12:12,"32 deg 55' 21.72"" N, 97 deg 17' 18.24"" W",False,iPhone XR,uHA3eUqHsTxV,32.9227,-97.2884
8277,2021:01:06 21:33:36,,False,,UhBjBVsCG2Jx,,
8278,2021:01:06 19:35:21,,False,iPhone 11,UhBON4qGd1KA,,
8279,2021:01:06 15:50:07,,False,iPhone XR,UHMToNSLOiaW,,
8280,2021:01:06 05:40:03,,False,,uhn5t75z6DBi,,
8281,2021:01:06 13:09:09,,False,,uhp2wjaO2zgl,,
8282,2021:01:06 18:18:15,,False,,uHPp54hi76xf,,
8283,2021:01:06 01:15:10,,False,,UHW5ggBhlX1X,,
8284,2021:01:06 19:39:25,,False,,uI0w47p4R5CC,,
8285,2021:01:06 23:39:04,,False,,UI96LBoncNpR,,
8286,2021:01:06 04:15:09,,False,,uiFzP9mcBCYk,,
8287,2021:01:06 20:23:49,,False,iPhone XS Max,uIk44clrtM7D,,
8288,2021:01:06 20:16:23,,False,,uIMfr8aC13dK,,
8289,2021:01:06 05:33:42,,False,,UIQlEBZjK7OO,,
8290,2021:01:06 19:15:12,,False,,uirfdmQz0pcF,,
8291,2021:01:06 01:18:55,"38 deg 43' 11.64"" N, 121 deg 14' 59.64"" W",False,iPhone XS,UIU9405CkTpI,38.7199,-121.2499
8292,2021:01:06 15:13:12,,False,,uiZmbQi1A02k,,
8293,2021:01:06 18:35:17,,False,,ujbzMDZH9cKv,,
8294,2021:01:06 22:11:38,,False,,uJK5BUN0uNY0,,
8295,2021:01:06 05:12:05,,False,,UJmhzUCMrqSl,,
8296,2021:01:06 18:44:09,,False,iPhone XS Max,ujrFiOhavQkJ,,
8297,2021:01:06 20:15:32,,False,,UjVOatuVS81y,,
8298,2021:01:06 02:34:40,,False,,uk0soNz50KNh,,
8299,2021:01:06 19:07:49,,False,,Uk87VJXF6lQt,,
8300,2021:01:06 21:42:37,,False,,UkAusgzr4bBv,,
8301,2021:01:06 20:18:39,,False,,uKdVeDrNLZMr,,
8302,2021:01:06 22:12:43,,False,iPhone 7,UKLCIdtcDFfa,,
8303,2021:01:06 22:56:11,,False,,uKs2x0QRNvIj,,
8304,2021:01:06 04:05:38,,False,,UkSYozES34pZ,,
8305,2021:01:06 15:39:38,,False,,UKWvlyjYs3rD,,
8306,2021:01:06 23:51:03,,False,,uLcnl0LDQcEX,,
8307,2021:01:06 20:20:05,,False,,UlFLvUXYEHxc,,
8308,2021:01:06 20:17:42,,False,,ulh6rZZ3koC7,,
8309,2021:01:06 23:10:10,,False,,UlHaWPCewQcz,,
8310,2021:01:06 20:25:30,,False,,uLHsa9SYYaMS,,
8311,2021:01:06 09:07:18,,False,,ulIqM3Yj8wvQ,,
8312,2021:01:06 16:23:23,"34 deg 15' 52.56"" N, 77 deg 48' 54.00"" W",False,iPhone X,ulmWZI3IO4O8,34.2646,-77.815
8313,2021:01:06 00:36:56,,False,iPhone 11,ulP73VEE93Wi,,
8314,2021:01:06 22:22:03,,False,,ULV6U59AfBTi,,
8315,2021:01:06 23:18:49,,False,,UlX02BiQH0g4,,
8316,2021:01:06 20:47:54,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",False,,Um1GImdyeuu6,0.0,-0.0
8317,2021:01:06 20:10:33,,False,iPhone 6s,umAdYMtuepXg,,
8318,2021:01:06 14:54:03,,False,iPhone 11,UmD1wBXqLVBS,,
8319,2021:01:06 03:30:38,,False,,UMeQ0rqliI8i,,
8320,2021:01:06 22:06:48,,False,,UmexUFeq6RhL,,
8321,2021:01:06 21:56:43,,False,,umgSbC0oC5fd,,
8322,2021:01:06 02:40:09,,False,,UmLusU00sx7O,,
8323,2021:01:06 16:51:20,,False,,umMFBUFOQCTp,,
8324,2021:01:06 23:54:25,,False,iPhone SE (2nd generation),umMxSWDHBwpS,,
8325,2021:01:06 03:18:22,,False,iPhone SE (2nd generation),umWZ7ofths4o,,
8326,2021:01:06 20:35:58,,False,iPhone 8 Plus,UNC1e4D2x7zV,,
8327,2021:01:06 15:53:51,,False,,unDf5JWPUzyY,,
8328,2021:01:06 21:07:50,,False,,UNEs4oKzN3LU,,
8329,2021:01:06 20:01:48,,False,,unl0I5UfmF2X,,
8330,2021:01:06 23:46:42,,False,,uNSsmlP82iOT,,
8331,2021:01:06 22:46:59,,False,,uNxxuQXDnFfG,,
8332,2021:01:06 00:47:24,,False,,uO0fX7lhifIA,,
8333,2021:01:06 03:57:07,,False,,UO3nbwvwy67w,,
8334,2021:01:06 18:18:43,"33 deg 26' 53.16"" N, 112 deg 5' 46.32"" W",False,iPhone 12 Pro Max,uO3OHFKSui74,33.4481,-112.0962
8335,2021:01:06 13:58:41,,False,,uoaGhc6mO56f,,
8336,2021:01:06 10:33:10,,False,,UOAglVf0uW53,,
8337,2021:01:06 22:06:48,,False,,UoAZ0AnSQ4ZV,,
8338,2021:01:06 21:31:09,,False,,uOgRJFP5KxTD,,
8339,2021:01:06 18:49:03,,False,,uoNhvchbADDL,,
8340,2021:01:06 21:24:53,,False,,UOSou537Aa8y,,
8341,2021:01:06 20:16:21,,False,,uOujbT3Ju9Cr,,
8342,2021:01:06 13:28:05,,False,iPhone 11 Pro Max,uOZeyr4Wbamp,,
8343,2021:01:06 02:39:47,,False,iPhone 11,up7jntcDpaDH,,
8344,2021:01:06 20:43:44,,False,,UPee5jGrEU0F,,
8345,2021:01:06 23:08:34,,False,,uPLsgIyKg48v,,
8346,2021:01:06 14:23:32,,False,iPhone XR,UPNow51llpwc,,
8347,2021:01:06 19:35:29,,False,iPhone 12,uPRrFh7Of4k2,,
8348,2021:01:06 11:58:27,,False,,UPW1fwUp4p91,,
8349,2021:01:06 05:15:00,"43 deg 3' 57.60"" N, 89 deg 24' 11.16"" W",False,iPhone 12,UPxvt0JIrvoK,43.065999999999995,-89.40310000000001
8350,2021:01:06 02:59:09,,False,,UPzLlYEtdSI6,,
8351,2021:01:06 19:23:31,,False,,UpZrjQ4S3NFq,,
8352,2021:01:06 05:26:17,,False,,Uq3hpr8FKOeB,,
8353,2021:01:06 21:14:17,,False,iPhone 8 Plus,Uq7a9O5w29W9,,
8354,2021:01:06 16:37:40,,False,,UQb1cZ80d1fU,,
8355,2021:01:06 19:42:57,,False,,uQbJVCG57dGJ,,
8356,2021:01:06 22:07:37,,False,,uQmEWViBueHJ,,
8357,2021:01:06 10:29:00,,False,,uqqVg2oRJKwL,,
8358,2021:01:06 23:02:36,,False,,uqTJLIPZa7ra,,
8359,2021:01:06 16:55:07,,False,,uR2VoBbtTJjl,,
8360,2021:01:06 21:35:20,,False,,Ur9FWlOk4Nzy,,
8361,2021:01:06 21:17:22,,False,,UReDdWDXn3H9,,
8362,2021:01:06 13:31:17,,False,,urFKOXJUhLN4,,
8363,2021:01:06 21:05:08,,False,,UrILBeGT1Cre,,
8364,2021:01:06 21:40:19,,False,,UrWJjEJicxJ7,,
8365,2021:01:06 13:31:59,,False,,urzTkJAFitj2,,
8366,2021:01:06 23:17:02,,False,,us2U16DIBR9M,,
8367,2021:01:06 23:44:27,,False,,uSA8V76nvTTH,,
8368,2021:01:06 15:27:25,,False,,uSJyf7ZX7bR7,,
8369,2021:01:06 00:16:08,,False,,USKaEe1Ajruz,,
8370,2021:01:06 04:31:11,,False,,USUCktUPsEwm,,
8371,2021:01:06 12:30:57,,False,,uSyl33aIQraY,,
8372,2021:01:06 22:19:40,"40 deg 44' 43.08"" N, 73 deg 15' 31.68"" W",False,iPhone 7 Plus,ut0paBRAZKwX,40.7453,-73.2588
8373,2021:01:06 20:44:42,,False,,ut2K7GgiMdLc,,
8374,2021:01:06 18:50:01,,False,,UT2LlEngMwB4,,
8375,2021:01:06 23:24:44,,False,,Ut60kfJRrqZy,,
8376,2021:01:06 18:15:49,"36 deg 49' 35.04"" N, 76 deg 44' 22.92"" W",False,iPhone XR,UTQiKqs8JGRj,36.82640000000001,-76.7397
8377,2021:01:06 21:40:44,,False,,UTU9L2AAJVX7,,
8378,2021:01:06 23:16:31,,False,,Uu9PhO1ZPVVn,,
8379,2021:01:06 18:19:02,,False,,uuLlNxO2euz2,,
8380,2021:01:06 02:28:40,,False,iPhone XR,UuLufueN8IIe,,
8381,2021:01:06 07:06:25,,False,,UUMuNxVGZsC7,,
8382,2021:01:06 21:03:40,,False,,UunLA30SdmEZ,,
8383,2021:01:06 22:06:48,,False,,UuqffUxk3jeB,,
8384,2021:01:06 22:14:03,,False,,UuQS49BcZKGz,,
8385,2021:01:06 09:25:30,,False,,UuRHM4Rzh066,,
8386,2021:01:06 21:10:09,,False,,UUthH4pBgmHl,,
8387,2021:01:06 21:35:55,"39 deg 49' 13.44"" N, 105 deg 6' 34.20"" W",False,iPhone 11 Pro,uUTqvH4qPx8o,39.82040000000001,-105.1095
8388,2021:01:06 19:46:17,,False,iPhone 8,uuwuF6fhOwLz,,
8389,2021:01:06 23:24:38,,False,,uuYluS6LkS8g,,
8390,2021:01:06 14:14:12,,False,,UUza2098om1N,,
8391,2021:01:06 19:01:43,"36 deg 9' 57.96"" N, 115 deg 8' 33.00"" W",False,iPhone 11,Uv3BhpD0utT2,36.1661,-115.14250000000001
8392,2021:01:06 20:27:54,,False,iPhone 11,uvBtChTuVr57,,
8393,2021:01:06 18:09:15,,False,,uVIe4rTPZ97W,,
8394,2021:01:06 19:28:19,,False,,uvsRezLmPAZH,,
8395,2021:01:06 19:47:56,,False,,UvynP6bRgj6M,,
8396,2021:01:06 22:45:35,,False,iPhone 11 Pro Max,uvzg915WoVpe,,
8397,2021:01:06 20:56:59,,False,,UweGFjZB5e37,,
8398,2021:01:06 17:10:00,,False,,uWPqTIU4ySVB,,
8399,2021:01:06 08:11:02,,False,,uWs9K5N55af3,,
8400,2021:01:06 16:23:50,,False,,uWTHVoiFvy3I,,
8401,2021:01:06 07:52:26,,False,,Uwu7mxcIeD7J,,
8402,2021:01:06 20:24:27,,False,,uwxjAr9bUSkQ,,
8403,2021:01:06 22:38:10,"48 deg 22' 0.84"" N, 89 deg 17' 8.52"" W",False,iPhone 11 Pro Max,UX5I6u46oQ9J,48.3669,-89.28569999999999
8404,2021:01:06 18:17:44,,False,,UXFr01Cv1kMJ,,
8405,2021:01:06 20:26:04,,False,,UXh7tGP6zlTZ,,
8406,2021:01:06 10:32:05,,False,,uXm3PiR7e1D7,,
8407,2021:01:06 00:54:18,,False,,UXN6zZIQ82Z9,,
8408,2021:01:06 16:23:34,,False,,uxNh8ryYWzw7,,
8409,2021:01:06 19:57:27,,False,iPhone 7 Plus,uxpxY9Xq5I78,,
8410,2021:01:06 20:51:59,,False,,UY6wXChzd2yZ,,
8411,2021:01:06 00:34:03,,False,,UYhZsrsrEdaQ,,
8412,2021:01:06 14:13:55,,False,,uym23UIie3Ft,,
8413,2021:01:06 22:06:48,,False,,uym7cdLv0c2r,,
8414,2021:01:06 15:30:42,,False,iPhone 6s,UYOSHSiVOWEg,,
8415,2021:01:06 00:18:02,,False,,UyQEzEQIfIQc,,
8416,2021:01:06 19:18:59,,False,iPhone 11 Pro Max,Uz3KPV2VQwcb,,
8417,2021:01:06 20:00:14,,False,,UZgG8FH1UVXD,,
8418,2021:01:06 22:24:09-05:00,,False,,UZgTOEQho6Kz,,
8419,2021:01:06 14:54:53,,False,,uzhJnf19bIwt,,
8420,2021:01:06 21:20:00,,False,,uzIUv3FE89XU,,
8421,2021:01:06 02:20:00,,False,,uzPugBUA4Kcf,,
8422,2021:01:06 21:47:03,,False,,uzTtwPd6GvsX,,
8423,2021:01:06 20:04:20,,False,,UZzivCPxUszV,,
8424,2021:01:06 19:55:25,,False,,V02HdIUtvgQi,,
8425,2021:01:06 01:08:32,,False,iPhone 11,V0DepEGPj6LE,,
8426,2021:01:06 19:19:00,,False,iPhone 11,v16oUFlIl9xe,,
8427,2021:01:06 20:09:28,,False,,V18F3zA7Qkef,,
8428,2021:01:06 18:07:27,,False,,V1JgQ9xZYjDO,,
8429,2021:01:06 23:06:24,,False,,V1NmA7J8UbKb,,
8430,2021:01:06 22:06:48,,False,,V1OVBtDABYNM,,
8431,2021:01:06 18:16:57,,False,,v1PFlY4fn2MD,,
8432,2021:01:06 01:15:53+01:00,,False,,v1ps0JRQpSzg,,
8433,2021:01:06 21:35:29,,False,,V1QNPwjbFpI3,,
8434,2021:01:06 19:00:43,,False,,V29tdVGGqWjR,,
8435,2021:01:06 23:46:09,,False,,v2cr1uLcR9WE,,
8436,2021:01:06 22:59:49,,False,iPhone X,V2mhpCEsqenu,,
8437,2021:01:06 12:46:12,,False,,V2sK3yuMlJQ9,,
8438,2021:01:06 02:46:52,,False,iPhone 11,V2SlRJyvuVSN,,
8439,2021:01:06 18:33:42,,False,iPhone 12,v2wsqYSiZeZJ,,
8440,2021:01:06 19:44:35,,False,,v2ZiMur7iW9S,,
8441,2021:01:06 20:57:35,,False,,V2zWzEVgJmmm,,
8442,2021:01:06 19:29:06,,False,,v3BwmCNPdTSa,,
8443,2021:01:06 02:58:29,,False,iPhone XS Max,V3Q4it3jrPj3,,
8444,2021:01:06 09:30:20,,False,,v40QLY3K2A58,,
8445,2021:01:06 23:07:35,,False,,v49Pv4nKN0Hd,,
8446,2021:01:06 19:02:04,,False,iPhone 11 Pro Max,V4AldDuoq4GC,,
8447,2021:01:06 19:20:03,,False,,v4AYiu003WQq,,
8448,2021:01:06 21:38:15,,False,,v4V3ZCAV2TLt,,
8449,2021:01:06 19:57:27,,False,iPhone 7 Plus,v4Va1NsBYI2P,,
8450,2021:01:06 21:23:19,,False,,V57zvTZkZgRZ,,
8451,2021:01:06 05:58:34,,False,,v5fyoRjHlY8h,,
8452,2021:01:06 19:16:01,,False,,v5I4C2eACdlt,,
8453,2021:01:06 17:33:15,,False,iPhone 6s,V5TGFAdBg6ga,,
8454,2021:01:06 19:05:52,"38 deg 34' 39.00"" N, 121 deg 29' 40.20"" W",False,,v5u25Qt0hlag,38.5775,-121.4945
8455,2021:01:06 04:31:21,"33 deg 52' 55.92"" N, 84 deg 14' 47.76"" W",False,iPhone 8 Plus,v5xUYULuD8oI,33.8822,-84.2466
8456,2021:01:06 18:57:21,,False,iPhone 11 Pro,v61Y3qnNiG31,,
8457,2021:01:06 23:02:54,,False,,V6gjjeT8Hwjv,,
8458,2021:01:06 23:01:41,,False,,v6JVuXvpVc75,,
8459,2021:01:06 01:02:39,,False,,v6McXOnqoND3,,
8460,2021:01:06 14:11:30,"44 deg 52' 52.32"" N, 93 deg 19' 27.12"" W",False,iPhone 11 Pro,v6QbcrtgkYxh,44.8812,-93.32419999999999
8461,2021:01:06 01:37:02,,False,,v6YiTHeMbng0,,
8462,2021:01:06 12:15:40,,False,,v7CeeYlAXjaa,,
8463,2021:01:06 23:34:25,,False,iPhone 6s Plus,V7lhbQ2B7ECz,,
8464,2021:01:06 23:17:02,,False,,v7mJwAFfoWR1,,
8465,2021:01:06 21:27:02,,False,iPhone 8 Plus,v7NTo8ADJ2au,,
8466,2021:01:06 19:44:00,,False,iPhone XR,v7RBwBCdtv3k,,
8467,2021:01:06 20:00:14,,False,,V7RQrBCKfPja,,
8468,2021:01:06 20:43:12,,False,,V8RkGxzpMqBh,,
8469,2021:01:06 21:37:17,,False,,V9Bp4hH8g40k,,
8470,2021:01:06 23:48:55,,False,,V9SpaJMH0hxe,,
8471,2021:01:06 19:26:51,,False,,v9zohhcBDHmp,,
8472,2021:01:06 05:13:50,,False,,Va50TDTFJb7o,,
8473,2021:01:06 22:58:37,,False,,Va62M3gJz9kr,,
8474,2021:01:06 18:12:28,,False,,vA6MLWONiKnc,,
8475,2021:01:06 01:04:52,,False,,VADetLHf6Qm7,,
8476,2021:01:06 23:51:29,,False,,VaeeLpnSgQit,,
8477,2021:01:06 20:06:43,,False,,VAiGH1Qwj0QD,,
8478,2021:01:06 11:50:42,,False,,vAj3W4hBMeXv,,
8479,2021:01:06 20:08:30,,False,,vaKuJYybd4ES,,
8480,2021:01:06 23:59:00,,False,,VaNcUMiGVuAe,,
8481,2021:01:06 05:12:54,"34 deg 40' 7.68"" N, 118 deg 8' 43.80"" W",False,iPhone 8,VApQlu6J6n1m,34.6688,-118.14550000000001
8482,2021:01:06 13:59:40,,False,,vAWhhy6c4XfF,,
8483,2021:01:06 01:41:33,,False,,Vb31B1OTy9uO,,
8484,2021:01:06 17:50:59,"33 deg 44' 2.40"" N, 117 deg 57' 17.28"" W",False,iPhone 12 Pro Max,Vb7RB7FYHaH8,33.734,-117.9548
8485,2021:01:06 03:24:13,,False,,VBaegK2Q6ro1,,
8486,2021:01:06 01:33:33,,False,,vBApGoq3uPrl,,
8487,2021:01:06 19:59:54,,False,,VBdRS793M2c0,,
8488,2021:01:06 05:33:42,,False,,vBdwmFnUkBQt,,
8489,2021:01:06 12:58:24,,False,,vbF5qOx4GxN9,,
8490,2021:01:06 16:00:32,,False,,vbKM2Gazyvin,,
8491,2021:01:06 14:58:12,,False,,vblwv2J6F7rR,,
8492,2021:01:06 20:00:14,,False,,vbn0fovYzLbr,,
8493,2021:01:06 19:55:08,,False,,vBQcVWAmT29k,,
8494,2021:01:06 23:15:38,,False,,vBxwh5cVl702,,
8495,2021:01:06 22:43:19,,False,,vC0hI08nftc4,,
8496,2021:01:06 13:37:33,,False,,Vc1wfzRR0tyP,,
8497,2021:01:06 19:00:31,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",False,,VC38rUP2zpeQ,0.0,-0.0
8498,2021:01:06 05:33:42,,False,,vCodlnN7Oegi,,
