,Created,GPS,Location,Model,POST ID,latitude,longitude
1917,2021:01:06 21:17:22,,False,,5Vv1SGUquEth,,
1918,2021:01:06 19:57:27,,False,iPhone 7 Plus,5vVq4BFtouM0,,
1919,2021:01:06 22:14:47,,False,,5WeH3XgZJlV2,,
1920,2021:01:06 07:06:04,,False,,5wmjij4iVwsZ,,
1921,2021:01:06 22:06:48,,False,,5WmxQl5NDmO0,,
1922,2021:01:06 21:35:56,,False,,5WvbURBRbCJZ,,
1923,2021:01:06 20:01:46,,False,,5X40Gat17DTF,,
1924,2021:01:06 21:04:23,,False,,5xNNxA8oIfA5,,
1925,2021:01:06 18:53:25,,False,,5XqzW2x4FshR,,
1926,2021:01:06 22:47:20,,False,,5xX0OKXx7iWO,,
1927,2021:01:06 10:09:14,,False,,5ydXhv62W4BB,,
1928,2021:01:06 00:45:21,"35 deg 12' 44.28"" N, 97 deg 24' 50.40"" W",False,iPhone 7,5YKQV5CmTph1,35.212300000000006,-97.414
1929,2021:01:06 17:59:24,"36 deg 50' 28.32"" N, 76 deg 7' 13.44"" W",False,iPhone XS Max,5YTuLJNRSlhA,36.8412,-76.12039999999999
1930,2021:01:06 20:29:05,"33 deg 40' 10.56"" N, 117 deg 50' 56.04"" W",False,iPhone 6,5zNWgxKUI4m5,33.669599999999996,-117.8489
1931,2021:01:06 18:06:08,,False,,5zPXlc55OGqt,,
1932,2021:01:06 19:01:31,,False,,602I3nKWv8I2,,
1933,2021:01:06 16:54:23,,False,,616W29FcDf0M,,
1934,2021:01:06 19:42:57,,False,,61DvkLmexdxw,,
1935,2021:01:06 17:48:39,,False,,61opTwm9m4L3,,
1936,2021:01:06 18:19:14,,False,,6377MIjsl0Ls,,
1937,2021:01:06 09:13:03,,False,,63FC8SASqW23,,
1938,2021:01:06 19:28:17,,False,,63RCL3V8IY6P,,
1939,2021:01:06 21:17:22,,False,,63RFZsrgEM7e,,
1940,2021:01:06 18:12:41,"40 deg 48' 33.12"" N, 96 deg 41' 58.20"" W",False,iPhone 11 Pro Max,63XOUIIvye9m,40.8092,-96.6995
1941,2021:01:06 19:39:24,,False,,645Hs9jvmtFm,,
1942,2021:01:06 20:00:14,,False,,64f6LY4JlpjO,,
1943,2021:01:06 23:57:07,,False,,64kHXyF04yHc,,
1944,2021:01:06 01:40:10,,False,,65yUsFMKvr28,,
1945,2021:01:06 12:16:58,,False,,66UhVsaxMwO0,,
1946,2021:01:06 23:50:27,,False,,66VVFM2hrjIY,,
1947,2021:01:06 03:18:27,,False,,67EnyLJv3WIL,,
1948,2021:01:06 00:34:17,,False,,67UCB116VLz9,,
1949,2021:01:06 19:35:20,,False,iPhone 8 Plus,67vNN3g986Gn,,
1950,2021:01:06 20:14:18,,False,iPhone SE (2nd generation),689LXFiPYPua,,
1951,2021:01:06 03:26:40,,False,,69wdNYcb6moz,,
1952,2021:01:06 03:08:24,,False,,6aDduHHu2DsF,,
1953,2021:01:06 21:11:46,,False,,6aQm7lMkKVRs,,
1954,2021:01:06 19:54:48,,False,,6AvAnW4UFXfr,,
1955,2021:01:06 12:21:23,,False,,6aXG3481AbDj,,
1956,2021:01:06 16:40:12,"36 deg 11' 40.92"" N, 115 deg 19' 8.04"" W",False,iPhone 11 Pro Max,6ayUU0S1Kutb,36.1947,-115.3189
1957,2021:01:06 21:20:42,,False,,6beQH3FEbHmv,,
1958,2021:01:06 06:45:38,,False,,6bOJQrT56wYw,,
1959,2021:01:06 19:57:27,,False,iPhone 7 Plus,6bRC1GI1yDCd,,
1960,2021:01:06 19:15:30,,False,,6BZpM0Tck2Mr,,
1961,2021:01:06 01:33:33,,False,,6cidom6Msi4u,,
1962,2021:01:06 10:21:32-06:00,,False,,6CRIvEfGy8QF,,
1963,2021:01:06 19:19:20,,False,,6d5roBe93Yja,,
1964,2021:01:06 17:01:06,,False,,6d8cjYpDsshP,,
1965,2021:01:06 03:44:55,,False,,6dsP6jmkCUC1,,
1966,2021:01:06 22:58:04,"47 deg 32' 17.88"" N, 121 deg 51' 27.36"" W",False,iPad (7th generation),6DzRZFH0JoKH,47.5383,-121.85759999999999
1967,2021:01:06 20:57:07,,False,,6eAOskKr3dGk,,
1968,2021:01:06 23:23:54,"21 deg 23' 13.56"" N, 157 deg 43' 47.64"" W",False,iPhone XR,6EbkxzMD5cE3,21.3871,-157.72990000000001
1969,2021:01:06 17:02:38,,False,iPhone 11 Pro Max,6eDwavhZT5OM,,
1970,2021:01:06 08:15:49,,False,,6eKR8l5ZtmFh,,
1971,2021:01:06 19:43:17,,False,,6Eszfd2J7CZE,,
1972,2021:01:06 17:16:33,"29 deg 29' 56.04"" N, 98 deg 27' 29.52"" W",False,iPhone 12 Pro,6F2JX1pU8A2f,29.498900000000003,-98.4582
1973,2021:01:06 04:04:31,,False,,6f4NwQPXel5e,,
1974,2021:01:06 18:17:55,,False,iPhone 8 Plus,6Fi60FnST5hR,,
1975,2021:01:06 03:23:59,,False,,6fihhlVRa2fB,,
1976,2021:01:06 01:35:38,,False,,6fQqreatygX9,,
1977,2021:01:06 13:39:09,,False,,6G2g6MgBPcLT,,
1978,2021:01:06 23:58:43,,False,,6G4CE7fVPuzm,,
1979,2021:01:06 18:35:17,,False,,6gbolG7A1rlU,,
1980,2021:01:06 06:06:54,,False,,6gc99U7C4IHy,,
1981,2021:01:06 17:46:53,,False,,6GlBho8f0nzG,,
1982,2021:01:06 15:27:25,,False,,6guSRcEOg6F1,,
1983,2021:01:06 15:30:29,,False,,6GvlabYF47zT,,
1984,2021:01:06 19:15:22,,False,,6gxjRo3IeL9D,,
1985,2021:01:06 18:01:03,"26 deg 20' 2.76"" N, 80 deg 17' 41.28"" W",False,iPhone X,6Ha75GOc4L2r,26.3341,-80.2948
1986,2021:01:06 18:36:01,,False,,6i5EmfSKPiJP,,
1987,2021:01:06 21:42:58,,False,,6iRf4v35QUpL,,
1988,2021:01:06 19:00:42,,False,,6iT4X3oIT464,,
1989,2021:01:06 23:52:13,,False,,6J89lxpYFgIv,,
1990,2021:01:06 21:48:14,,False,,6jAtp2Hiq1VQ,,
1991,2021:01:06 20:30:12,,False,iPhone 11,6JFdgCmC8GuB,,
1992,2021:01:06 11:33:27,,False,,6JpMy7QZlwTJ,,
1993,2021:01:06 06:28:06,,False,,6jW3RvZc77C4,,
1994,2021:01:06 19:11:28,,False,,6K9HHXhs4Y2q,,
1995,2021:01:06 03:42:56,,False,,6K9xVGWrKaHf,,
1996,2021:01:06 17:05:03,,False,,6kAGhST18O1P,,
1997,2021:01:06 19:57:27,,False,iPhone 7 Plus,6KGRRCYk0j89,,
1998,2021:01:06 06:07:05,,False,,6KgwCHQpyyHv,,
1999,2021:01:06 19:28:17,,False,,6KSKprbmYAja,,
2000,2021:01:06 19:33:50,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",False,,6LKn5SvmtCV1,0.0,-0.0
2001,2021:01:06 20:13:23,,False,iPhone XR,6Lkzm9khBUIm,,
2002,2021:01:06 18:02:44,,False,,6m3a00IQGGqJ,,
2003,2021:01:06 19:28:25,"35 deg 29' 29.04"" N, 97 deg 30' 12.24"" W",False,iPhone 8 Plus,6MaL2C1ve2tP,35.4914,-97.5034
2004,2021:01:06 22:41:11,,False,,6Mdjek2XT13z,,
2005,2021:01:06 19:34:54,,False,,6MgASAnX50zU,,
2006,2021:01:06 16:32:53-06:00,,False,,6Mr78ePiagD0,,
2007,2021:01:06 18:19:02,,False,,6mU3S9R7v8OJ,,
2008,2021:01:06 03:14:48,,False,,6mZUkXzNZg2i,,
2009,2021:01:06 18:10:57,,False,,6n0SEIVNq1Iu,,
2010,2021:01:06 17:48:39,,False,,6N70VHeH0ASD,,
2011,2021:01:06 05:36:01-05:00,,False,,6NAwwwIGgyWk,,
2012,2021:01:06 17:10:00,,False,,6ngrC5mU12VZ,,
2013,2021:01:06 23:14:53,,False,,6NnOu7EWAw8t,,
2014,2021:01:06 23:17:37,,False,,6nsJXbLzg539,,
2015,2021:01:06 01:25:34,,False,,6NwWgDlT0ce1,,
2016,2021:01:06 18:33:35,,False,iPhone 11,6Ob9zSHoDFM8,,
2017,2021:01:06 22:41:51,,False,iPhone XS Max,6OPVkeeAAbFB,,
2018,2021:01:06 16:14:30,"27 deg 51' 38.88"" N, 82 deg 48' 16.20"" W",False,,6oxSaR7sxyMM,27.8608,-82.80449999999999
2019,2021:01:06 05:24:07,"41 deg 51' 24.80"" N, 90 deg 11' 6.00"" W",False,,6oyBS28wymP3,41.85688888888889,-90.185
2020,2021:01:06 20:52:35,,False,,6p3ytFRYpyZQ,,
2021,2021:01:06 19:16:55,,False,,6PcPRxTkAYLL,,
2022,2021:01:06 11:27:24-05:00,,False,,6q6cX9BrfLDG,,
2023,2021:01:06 19:57:48,,False,iPhone XS Max,6QJEEyjj3Cud,,
2024,2021:01:06 19:41:26,"50 deg 55' 5.52"" N, 1 deg 27' 25.20"" W",False,iPhone XR,6R8aH48bikt2,50.9182,-1.4569999999999999
2025,2021:01:06 16:31:03,,False,,6RBrHnmqA1Ek,,
2026,2021:01:06 19:11:14,,False,iPhone 8 Plus,6RtQvDmkLL3G,,
2027,2021:01:06 02:48:58,,False,,6rvykkK8eXll,,
2028,2021:01:06 21:17:22,,False,,6s6EreIT6h8q,,
2029,2021:01:06 01:17:37,,False,,6SaNPPbj9q5h,,
2030,2021:01:06 20:20:38,,False,,6scG0St69Dm4,,
2031,2021:01:06 20:37:49,,False,,6sgNIMFmN45X,,
2032,2021:01:06 17:08:30,,False,,6T6ZWf9Sgn1I,,
2033,2021:01:06 19:33:32,,False,iPhone XR,6tbxOpsNQPaU,,
2034,2021:01:06 22:12:10,,False,,6TgAgy0joOVF,,
2035,2021:01:06 21:54:41,,False,,6TgPzMp3m0ws,,
2036,2021:01:06 21:23:33,,False,,6TJrY0g5jub1,,
2037,2021:01:06 18:25:33,,False,iPhone 8,6tN3famN53CZ,,
2038,2021:01:06 22:44:10,,False,iPhone 11 Pro Max,6u0uliw2o2Wc,,
2039,2021:01:06 16:44:35,,False,,6u3havPvPlKW,,
2040,2021:01:06 04:45:52,,False,iPhone 11 Pro Max,6U4ERlt2qEsk,,
2041,2021:01:06 03:29:11,,False,,6uByBz2Fyo9u,,
2042,2021:01:06 05:05:23,,False,,6uEctcwKVFWa,,
2043,2021:01:06 17:22:56,,False,,6ughiT4Yp7UI,,
2044,2021:01:06 21:17:22,,False,,6uiSanFgntoc,,
2045,2021:01:06 16:52:55,,False,,6UntFjmaD7jB,,
2046,2021:01:06 23:24:44,,False,,6UOIDtVP19LC,,
2047,2021:01:06 23:09:32,,False,,6upJp28F25WM,,
2048,2021:01:06 23:28:58,,False,,6utExvbZvnnE,,
2049,2021:01:06 17:19:10,,False,,6uXdmxVkSTKD,,
2050,2021:01:06 21:27:10,,False,,6UXWOcCo8PoI,,
2051,2021:01:06 12:09:17,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",False,,6vBqhIYFe0Ty,0.0,-0.0
2052,2021:01:06 19:14:06,,False,,6wKNxlI7rytG,,
2053,2021:01:06 19:32:25,,False,iPhone 12,6WOneDlBiG9m,,
2054,2021:01:06 21:51:55,,False,,6WV69h194oHA,,
2055,2021:01:06 08:20:44,,False,,6XpdFU3fabwo,,
2056,2021:01:06 19:45:03,"40 deg 43' 22.08"" N, 73 deg 26' 44.52"" W",False,iPhone XS Max,6XxQa2aJbJXP,40.7228,-73.4457
2057,2021:01:06 23:58:23,,False,iPhone 7,6y3lkKxMF4fC,,
2058,2021:01:06 18:11:33,,False,,6y4hjEsgHCIF,,
2059,2021:01:06 20:03:11,"39 deg 53' 21.84"" N, 75 deg 17' 36.96"" W",False,,6y7S2oVgbhOd,39.8894,-75.2936
2060,2021:01:06 07:17:42,,False,,6yAztowGcSX7,,
2061,2021:01:06 14:50:14,,False,iPhone 5c,6yV3f8EbO430,,
2062,2021:01:06 20:00:14,,False,,6Z09DQAhd3b7,,
2063,2021:01:06 23:05:03,,False,,6zZ7KRRQbYNl,,
2064,2021:01:06 06:36:39,,False,,6zZlB0wHeNr9,,
2065,2021:01:06 03:52:57,,False,,700tbIYKSrog,,
2066,2021:01:06 09:31:30,,False,,707Qv0Y7oQ4J,,
2067,2021:01:06 20:02:12,"36 deg 9' 57.96"" N, 115 deg 8' 33.36"" W",False,iPhone 11,70A4xijcpiFk,36.1661,-115.1426
2068,2021:01:06 20:00:14,,False,,70bnLIsQl68N,,
2069,2021:01:06 00:18:02,,False,,70RFKc7B8ekH,,
2070,2021:01:06 02:57:12,,False,,70uBNU7FqNNc,,
2071,2021:01:06 20:55:51,,False,,71NHrdzIK6mT,,
2072,2021:01:06 03:31:24,,False,,71qIYIRRuuha,,
2073,2021:01:06 19:41:50,,False,iPhone 7 Plus,71xTDZ7XnhHA,,
2074,2021:01:06 22:06:48,,False,,72cOVu5TQ0hN,,
2075,2021:01:06 22:59:29,"40 deg 41' 46.32"" N, 73 deg 53' 47.04"" W",False,iPhone 7,72EMiv7J6kkf,40.6962,-73.8964
2076,2021:01:06 19:07:45,,False,,72N4OWXVxUQS,,
2077,2021:01:06 19:33:34,,False,,73kqj0sERD66,,
2078,2021:01:06 13:41:28,,False,,744SQ5jlzPqE,,
2079,2021:01:06 19:04:57,,False,,74b3IRJ4VC6B,,
2080,2021:01:06 16:57:42,,False,iPhone 11 Pro Max,74bdq17MgaC3,,
2081,2021:01:06 08:26:11,,False,,74kHrvR59VC8,,
2082,2021:01:06 21:21:00,,False,,74ZfEtwbSyHn,,
2083,2021:01:06 20:25:54,,False,iPhone X,754Tlgx3Mxpd,,
2084,2021:01:06 19:25:46,,False,,75aBcPIrPmhg,,
2085,2021:01:06 06:44:17,,False,,76mlGXhTocgQ,,
2086,2021:01:06 19:31:19,,False,iPhone SE (1st generation),77dhANkdAdpM,,
2087,2021:01:06 22:06:49,,False,,77gKt829sKsL,,
2088,2021:01:06 21:31:47,,False,,783ktVsWtaf0,,
2089,2021:01:06 20:04:03,,False,,786KiXFnYhkG,,
2090,2021:01:06 03:06:33,,False,,78Bra4wm6QkU,,
2091,2021:01:06 12:25:25,,False,,78kGmxSGigiq,,
2092,2021:01:06 22:07:43,,False,,78YjWCI4MiPD,,
2093,2021:01:06 19:02:14,,False,,79aFX0vBe4QJ,,
2094,2021:01:06 04:12:37,,False,iPhone 8,79lcmBO3VyEb,,
2095,2021:01:06 18:34:06,"39 deg 44' 20.76"" N, 104 deg 59' 8.16"" W",False,iPhone 7,79rCi9avV037,39.7391,-104.9856
2096,2021:01:06 18:17:05,,False,,7a4SPk5BrKNA,,
2097,2021:01:06 15:24:00,,False,,7a5jCpBTYC3j,,
2098,2021:01:06 22:06:49,,False,,7a73G2xRbj8N,,
2099,2021:01:06 17:14:30,,False,,7Ae2NFFZe4lf,,
2100,2021:01:06 02:56:39,,False,,7aIuF1qpwl45,,
2101,2021:01:06 23:20:15,,False,,7bjUkDY0JqvC,,
2102,2021:01:06 11:31:33,,False,iPhone 8 Plus,7BnjlPwisOuk,,
2103,2021:01:06 22:13:56,,False,,7bnp4Jl7NnhM,,
2104,2021:01:06 10:57:02,,False,,7bOd9eRuJQKO,,
2105,2021:01:06 19:27:34,,False,iPhone 12 Pro Max,7CcPhcjSspuv,,
2106,2021:01:06 04:39:22,,False,,7cgX43DVQ55f,,
2107,2021:01:06 15:59:00,,False,,7cMA27KR58vK,,
2108,2021:01:06 19:54:52,,False,,7cniuXTOxj7b,,
2109,2021:01:06 21:23:40,,False,iPhone SE (2nd generation),7cRY4hcZ5c1y,,
2110,2021:01:06 21:38:45,,False,,7CX6klSAjihJ,,
2111,2021:01:06 10:51:07,,False,,7CXU7f3IEHfO,,
2112,2021:01:06 20:16:21,,False,,7CzSdZATizY5,,
2113,2021:01:06 18:35:17,,False,,7d1lqP2Kw4dJ,,
2114,2021:01:06 18:46:37,,False,,7D9fREaEyQw1,,
2115,2021:01:06 19:39:21,,False,,7deREyg8oBgY,,
2116,2021:01:06 21:17:22,,False,,7dFTa0xbHaIj,,
2117,2021:01:06 19:57:27,,False,iPhone 7 Plus,7Dk3hgNHcJAY,,
2118,2021:01:06 18:29:27,,False,,7e61Pe8961cJ,,
2119,2021:01:06 03:13:20,,False,,7eB4LkbcGQev,,
2120,2021:01:06 16:17:02,,False,,7eD6rZ9OM02r,,
2121,2021:01:06 23:15:39,,False,,7g2R2CkVSS4P,,
2122,2021:01:06 00:18:02,,False,,7Gavp8Q3XDfd,,
2123,2021:01:06 07:25:50,,False,,7GfuCZHGvFfr,,
2124,2021:01:06 06:32:16,,False,,7gfW543bFPzx,,
2125,2021:01:06 05:32:17,,False,,7GIMVz4xztZx,,
2126,2021:01:06 06:20:56,,False,,7GxyTAZr9dwH,,
2127,2021:01:06 22:08:47,,False,,7gyzQFkuacva,,
2128,2021:01:06 22:35:12,,False,,7heiqr6jIq47,,
2129,2021:01:06 20:57:07,,False,,7HivO8D20eH2,,
2130,2021:01:06 18:18:11,,False,,7hJQCx8B1LwC,,
2131,2021:01:06 20:00:14,,False,,7hoj4rr9Vx3t,,
2132,2021:01:06 19:34:05,,False,,7HSaAF7aagqX,,
2133,2021:01:06 22:06:48,,False,,7hU75GxO8Zzp,,
2134,2021:01:06 03:32:15,,False,,7HyC5nyENTeg,,
2135,2021:01:06 18:23:27,,False,,7I2afPQH4eca,,
2136,2021:01:06 18:18:48,"30 deg 35' 58.20"" N, 87 deg 10' 48.00"" W",False,iPhone 8 Plus,7I6tffvDI7RM,30.5995,-87.18
2137,2021:01:06 05:02:53,"51 deg 2' 33.00"" N, 114 deg 8' 14.28"" W",False,iPhone 8,7i8A6gtbG7Oi,51.0425,-114.13730000000001
2138,2021:01:06 08:38:51,,False,,7iE2M0riCDX1,,
2139,2021:01:06 23:57:44,,False,,7iF8rUeABjBc,,
2140,2021:01:06 06:23:51,,False,,7ik4GXMAdERt,,
2141,2021:01:06 19:38:44,,False,iPhone 8 Plus,7j0CLJnVbkmg,,
2142,2021:01:06 08:20:44,,False,,7j6d85ktWHr4,,
2143,2021:01:06 18:10:58,,False,,7jeHBH9H6FuN,,
2144,2021:01:06 03:23:59,,False,,7JNWQHF9S3wp,,
2145,2021:01:06 19:57:27,,False,iPhone 7 Plus,7JR2kCjMqGBm,,
2146,2021:01:06 19:02:16,,False,,7JSAOsdN73yw,,
2147,2021:01:06 20:08:25,,False,,7KO1pXedj7sT,,
2148,2021:01:06 01:25:34,,False,,7Ks4NeeFaxql,,
2149,2021:01:06 23:54:04,,False,,7kud540kSzCY,,
2150,2021:01:06 05:02:02,,False,,7Kz8Glg4FbwL,,
2151,2021:01:06 04:18:28,,False,iPhone 8 Plus,7ln1EX3aV2Q5,,
2152,2021:01:06 20:05:28,,False,,7lVGJTOigNjE,,
2153,2021:01:06 03:24:37,,False,,7mGGlECYxiFv,,
2154,2021:01:06 16:04:33,,False,,7MiZh1t7h50i,,
2155,2021:01:06 17:35:49,,False,,7MKCelrguT4i,,
2156,2021:01:06 13:07:49,,False,,7MocVlnrIidA,,
2157,2021:01:06 17:24:22,,False,,7mX4xIdsOhF1,,
2158,2021:01:06 06:41:51,,False,,7Niay4AyC2qe,,
2159,2021:01:06 23:30:10,,False,,7nRfBUH6ti2v,,
2160,2021:01:06 01:43:45,,False,,7nYu3oRbGZqX,,
2161,2021:01:06 22:06:48,,False,,7o3ocpuKBPvh,,
2162,2021:01:06 22:30:11,,False,,7oHszzpcB5cR,,
2163,2021:01:06 01:33:33,,False,,7olQ5T2dxgN9,,
2164,2021:01:06 14:37:26,,False,,7OUDQ2J0fMxh,,
2165,2021:01:06 20:33:11,,False,,7OvYVpJ9V1d2,,
2166,2021:01:06 02:44:45,,False,,7ow9VUnle0Jk,,
2167,2021:01:06 14:56:34,,False,,7oyjGIgCypPx,,
2168,2021:01:06 19:16:01,,False,,7p2eIgCQnnF0,,
2169,2021:01:06 16:32:53-06:00,,False,,7p360KbPoK6l,,
2170,2021:01:06 03:02:24,,False,iPhone 7 Plus,7pmMM4GbrhbU,,
2171,2021:01:06 20:54:28,,False,,7pSV38X2FCdX,,
2172,2021:01:06 21:55:07,,False,,7Qf4i2aXgCHb,,
2173,2021:01:06 19:32:29,,False,,7qHpq3hST5Oy,,
2174,2021:01:06 19:52:39,,False,,7QJNMuHMEbPR,,
2175,2021:01:06 22:13:38,,False,,7QLmNjs3vT9a,,
2176,2021:01:06 15:46:14,,False,iPhone 12 Pro Max,7R8QOjzrV3L6,,
2177,2021:01:06 18:11:03,,False,,7RoPJejOvzbN,,
2178,2021:01:06 18:27:15,,False,,7S1lRVvcnw4Q,,
2179,2021:01:06 04:05:10,"28 deg 34' 52.32"" N, 81 deg 30' 41.76"" W",False,iPhone XR,7SqeXpjq8MWe,28.5812,-81.5116
2180,2021:01:06 19:00:59,,False,,7Sqpw4oDgaEd,,
2181,2021:01:06 21:51:14,,False,iPhone SE (2nd generation),7T1GYBcswT4s,,
2182,2021:01:06 21:40:31,,False,,7t4yirG339w8,,
2183,2021:01:06 20:31:26,,False,,7tMId1t9FU3I,,
2184,2021:01:06 00:10:14,,False,,7TVTZ87bHnJt,,
2185,2021:01:06 19:47:04,,False,iPhone 7,7u48cVdf6MtN,,
2186,2021:01:06 18:17:28,,False,,7Upi1fhnDqUQ,,
2187,2021:01:06 13:25:22,,False,,7uXd5jXT5D4p,,
2188,2021:01:06 19:39:24,,False,,7V4qnW8lXIqu,,
2189,2021:01:06 19:45:13,,False,iPhone XR,7vBgmzvtfWGa,,
2190,2021:01:06 20:49:43,,False,,7VlY2HUR0Q9J,,
2191,2021:01:06 02:49:04,,False,,7w7j7iO2Yqze,,
2192,2021:01:06 22:35:01,"41 deg 24' 20.16"" N, 75 deg 38' 49.56"" W",False,iPhone 8 Plus,7WRqxWmuPloZ,41.4056,-75.64710000000001
2193,2021:01:06 20:50:13,,False,,7wVVlJZaUy82,,
2194,2021:01:06 03:58:50,,False,,7x3fdfearp5g,,
2195,2021:01:06 22:06:48,,False,,7xpQqA3yDhc8,,
2196,2021:01:06 23:45:45,,False,,7xtREvno0S89,,
2197,2021:01:06 19:11:55,,False,,7XUBqviHe0JL,,
2198,2021:01:06 17:38:19,,False,,7Y2hQJvEFJVi,,
2199,2021:01:06 19:28:17,,False,,7Y62drb5CWYP,,
2200,2021:01:06 19:28:55,,False,,7YBK8r6TVTO7,,
2201,2021:01:06 19:54:53,,False,,7YNOFPeSSVOc,,
2202,2021:01:06 15:35:20,,False,iPhone XS Max,7ypWtciYE05v,,
2203,2021:01:06 20:36:55,,False,,7YvTyV0cPaA8,,
2204,2021:01:06 04:12:37,,False,iPhone 8,7z9s7r4VUOsF,,
2205,2021:01:06 19:38:29,,False,,7zCykFnnrUi0,,
2206,2021:01:06 20:00:14,,False,iPhone 11,7zGXhUe4rcRa,,
2207,2021:01:06 19:22:43,,False,iPhone 6s Plus,7ZL6jr9CKEN9,,
2208,2021:01:06 21:24:51,,False,,7ZmK0d7xdnYd,,
2209,2021:01:06 18:49:03,,False,,7ZXy08JLz6X1,,
2210,2021:01:06 04:03:13,,False,,80030MtngnlR,,
2211,2021:01:06 03:23:59,,False,,80DvDhcX6u4p,,
2212,2021:01:06 22:43:42,,False,,80oYK3qCmByJ,,
2213,2021:01:06 14:21:01,,False,iPhone XS,81eZt19K0Nnp,,
2214,2021:01:06 02:12:50,,False,,81I9ORq51bQK,,
2215,2021:01:06 07:27:13,,False,,82QPqymAiW05,,
2216,2021:01:06 16:51:46,,False,,8340vlmX2ES6,,
2217,2021:01:06 18:28:29,,False,iPhone 7,83C0XeeKlXi0,,
2218,2021:01:06 23:59:13,,False,,83poH3tOvgOu,,
2219,2021:01:06 07:06:25,,False,,84dJQ1lgXNTY,,
2220,2021:01:06 19:19:03,,False,iPhone 11,84XvMIY2dsaU,,
2221,2021:01:06 19:55:54,,False,,84ZrKw6fqaaG,,
2222,2021:01:06 23:43:29,,False,,852v5j2Or1nR,,
2223,2021:01:06 20:00:14,,False,,85Oru5KnEG58,,
2224,2021:01:06 23:25:33,,False,,85pXzIOOTV5D,,
2225,2021:01:06 22:43:24,,False,,868NCuxFWxZb,,
2226,2021:01:06 20:58:14,"37 deg 16' 57.72"" N, 79 deg 12' 40.32"" W",False,iPhone XR,86DQyxdkgBMJ,37.2827,-79.2112
2227,2021:01:06 20:11:46,,False,,874sdBRx0Zqc,,
2228,2021:01:06 21:29:51,,False,,87EgQx4DyG5F,,
2229,2021:01:06 19:15:44,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",False,,87FgUXgp37kI,0.0,-0.0
2230,2021:01:06 04:32:56,,False,,87wzSQHETig0,,
2231,2021:01:06 04:17:12,,False,,883pb02qPmSI,,
2232,2021:01:06 18:21:54,,False,iPhone 7 Plus,8965tF8BG5Po,,
2233,2021:01:06 16:23:02,,False,iPhone 11,896vQjZWyaEu,,
2234,2021:01:06 21:05:20,,False,iPhone SE (2nd generation),89bFYDO4Y3dV,,
2235,2021:01:06 21:14:17,,False,iPhone 8 Plus,89eSCxV3pLa4,,
2236,2021:01:06 18:19:02,,False,,89n2V03Clsvu,,
2237,2021:01:06 23:47:13,,False,iPhone 11 Pro Max,8a9oPaD8Srhq,,
2238,2021:01:06 02:25:14,,False,iPhone SE (1st generation),8ai3WeKJ8Gih,,
2239,2021:01:06 22:10:25,,False,iPhone XR,8AvOEMit39HS,,
2240,2021:01:06 18:02:38,,False,,8AxPN5dBiIFO,,
2241,2021:01:06 19:30:16,,False,,8aXW2UGZ95BW,,
2242,2021:01:06 18:00:04,,False,,8BmJ1oo1D2t8,,
2243,2021:01:06 11:56:25,,False,,8BNKUaqAKG6B,,
2244,2021:01:06 22:28:26,,False,,8bObG3Kz8jjO,,
2245,2021:01:06 17:26:21,,False,,8bpJrG6155h2,,
2246,2021:01:06 21:48:38,,False,,8BWw34cgg8mg,,
2247,2021:01:06 19:47:19,,False,,8C5jdODyNjYF,,
2248,2021:01:06 19:29:55,"30 deg 16' 22.08"" N, 97 deg 44' 26.88"" W",False,iPhone 11,8CUWUXdUud51,30.2728,-97.74080000000001
2249,2021:01:06 03:31:22,,False,,8CZUEDGMfUT7,,
2250,2021:01:06 17:04:07,,False,,8d6xSJwGl1d7,,
2251,2021:01:06 22:26:18,,False,,8dhqQBWesyMH,,
2252,2021:01:06 19:23:03,,False,,8dNO8S1sL886,,
2253,2021:01:06 19:21:00,,False,,8DpsgNpX959y,,
2254,2021:01:06 13:33:50,,False,,8EPRMo9bq4m0,,
2255,2021:01:06 22:34:24,"43 deg 43' 13.44"" N, 116 deg 15' 17.64"" W",False,iPhone 11 Pro Max,8Fe85YiH2IbT,43.720400000000005,-116.2549
2256,2021:01:06 21:24:12,,False,,8fi7VdLTLcIn,,
2257,2021:01:06 18:00:46,,False,iPhone 7 Plus,8fIe05oCzo4U,,
2258,2021:01:06 20:05:17,,False,,8Gmcphy7DcKs,,
2259,2021:01:06 15:37:28,,False,iPhone 6,8gmZNBg0pMGH,,
2260,2021:01:06 18:27:17,"35 deg 5' 42.36"" N, 89 deg 46' 28.20"" W",False,iPhone 11 Pro,8gPuxPWboS4a,35.0951,-89.7745
2261,2021:01:06 17:08:06,,False,,8gQRSEuQiCuY,,
2262,2021:01:06 23:24:07,,False,,8H51yqxTaCQp,,
2263,2021:01:06 20:17:42,,False,,8HBwu8F51oZR,,
2264,2021:01:06 17:21:37,,False,,8HgM466KEMsU,,
2265,2021:01:06 22:22:40,,False,,8hR9DKl4a5nn,,
2266,2021:01:06 07:40:03,,False,,8icAN2g9guNu,,
2267,2021:01:06 18:29:41,,False,iPhone 11 Pro Max,8IPjutQ3B4Tw,,
2268,2021:01:06 19:43:56,,False,,8iThAQ6xUWZh,,
2269,2021:01:06 18:42:14,,False,,8jEFDQUXv6In,,
