Created,GPS,DC Latitude,Model,POST ID
2021:01:06 20:27:36,"38 deg 53' 24.00"" N, 77 deg 0' 37.08"" W",TRUE,iPhone 12 Pro Max,apk625yMXapx
2021:01:06 20:57:48,"38 deg 53' 54.96"" N, 77 deg 0' 26.64"" W",TRUE,iPhone 8,aQ7YeQ31lz32
2021:01:06 18:19:07,"38 deg 53' 31.56"" N, 77 deg 2' 13.20"" W",TRUE,null,aRBWaDi53tXN
2021:01:06 17:59:41,"38 deg 53' 24.72"" N, 77 deg 0' 37.08"" W",TRUE,iPhone 8 Plus,aRWTR7sk7i90
2021:01:06 18:16:33,"38 deg 53' 31.56"" N, 77 deg 2' 18.60"" W",TRUE,iPhone 11 Pro Max,AsI5A9nNiP28
2021:01:06 20:25:42,"38 deg 53' 26.52"" N, 77 deg 0' 30.24"" W",TRUE,iPhone 8 Plus,ATHRnnmNpayv
2021:01:06 21:25:05,"38 deg 53' 22.92"" N, 77 deg 0' 36.36"" W",TRUE,iPhone 11 Pro,auWQW8YMv3Dn
2021:01:06 16:17:50,"38 deg 53' 28.68"" N, 77 deg 2' 13.56"" W",TRUE,null,AvieVeQAq5o5
2021:01:06 20:52:29,"38 deg 53' 25.80"" N, 77 deg 0' 32.40"" W",TRUE,iPhone 8 Plus,AwME4HLA6vtW
2021:01:06 19:42:55,"38 deg 53' 25.44"" N, 77 deg 0' 46.08"" W",TRUE,iPhone 11 Pro,AwZ6iEJ07eyx
2021:01:06 13:40:34,"38 deg 53' 31.92"" N, 77 deg 2' 13.20"" W",TRUE,iPhone 11,aXbedUJqeQ0v
2021:01:06 19:21:01,"38 deg 53' 31.20"" N, 77 deg 0' 41.76"" W",TRUE,iPhone 12 Pro Max,aYhh5zOFFNcR
2021:01:06 19:12:12,"38 deg 53' 27.60"" N, 77 deg 0' 43.56"" W",TRUE,iPhone 11 Pro,ayhN8jk35w5F
2021:01:06 19:29:38,"38 deg 53' 23.64"" N, 77 deg 0' 25.92"" W",TRUE,iPhone SE (2nd generation),AYijYnzI0Gbr
2021:01:06 18:57:19,"38 deg 53' 24.36"" N, 77 deg 0' 37.80"" W",TRUE,iPhone X,ayocSVsXW3h3
2021:01:06 14:15:20,"38 deg 53' 29.40"" N, 77 deg 2' 10.68"" W",TRUE,iPhone XS Max,AzVSx3ypAHRi
2021:01:06 18:17:24,"38 deg 53' 31.56"" N, 77 deg 1' 31.44"" W",TRUE,iPhone XS,AZwl3eKYgzMD
2021:01:06 19:06:45,"38 deg 53' 22.92"" N, 77 deg 0' 39.60"" W",TRUE,iPhone XR,b0gyazQqn9kx
2021:01:06 17:55:17,"38 deg 53' 28.32"" N, 77 deg 0' 47.52"" W",TRUE,iPhone 11 Pro Max,b0s87hxTGufb
2021:01:06 14:59:11,"38 deg 53' 44.16"" N, 77 deg 2' 0.24"" W",TRUE,null,b2NeBwdXHjzn
2021:01:06 17:03:15,"38 deg 53' 30.48"" N, 77 deg 2' 4.56"" W",TRUE,iPhone 11 Pro Max,b3Oqdkelutuv
2021:01:06 19:50:25,"38 deg 53' 23.28"" N, 77 deg 0' 36.36"" W",TRUE,iPhone 11 Pro,b4zuuhfp6WDv
2021:01:06 19:11:46,"38 deg 53' 24.00"" N, 77 deg 0' 37.44"" W",TRUE,iPhone SE (2nd generation),b5lCVIHnrm2q
2021:01:06 21:07:42,"38 deg 53' 24.00"" N, 77 deg 0' 38.16"" W",TRUE,iPhone 7,B7yh3YgnbcFT
2021:01:06 15:02:13,"38 deg 53' 31.92"" N, 77 deg 2' 14.64"" W",TRUE,iPhone XS,b86RszJ1V9VE
2021:01:06 18:06:34,"38 deg 53' 31.56"" N, 77 deg 1' 30.36"" W",TRUE,iPhone 8,ba8W5Vn1BpxS
2021:01:06 16:18:44,"38 deg 53' 30.48"" N, 77 deg 2' 12.48"" W",TRUE,iPhone 11,BacyoFvz5CTJ
2021:01:06 22:04:17,"38 deg 53' 14.64"" N, 77 deg 0' 55.08"" W",TRUE,iPhone 11,BbZw5Xms6z3W
2021:01:06 15:36:40,"38 deg 53' 39.12"" N, 77 deg 2' 0.24"" W",TRUE,null,bCkOoiJFTH0C
2021:01:06 19:10:16,"38 deg 53' 27.60"" N, 77 deg 0' 38.52"" W",TRUE,iPhone 11,BG80gujuK5P6
2021:01:06 14:01:48,"38 deg 53' 30.48"" N, 77 deg 2' 12.12"" W",TRUE,iPhone 11 Pro Max,bgBdloFHQ4V4
2021:01:06 17:59:19,"38 deg 53' 23.28"" N, 77 deg 0' 37.08"" W",TRUE,iPhone 7,bHrrdOH7wawk
2021:01:06 15:57:06,"38 deg 53' 30.84"" N, 77 deg 2' 11.04"" W",TRUE,null,BInzNTtug9A8
2021:01:06 20:25:12,"38 deg 53' 26.16"" N, 77 deg 0' 44.28"" W",TRUE,iPhone XR,bjXvAoK0Gu5F
2021:01:06 16:55:10,"38 deg 53' 28.32"" N, 77 deg 2' 10.68"" W",TRUE,iPhone 12 Pro Max,BKSLTTzLt0u2
2021:01:06 19:45:08,"38 deg 53' 22.92"" N, 77 deg 0' 37.80"" W",TRUE,iPhone 8 Plus,BKzCTrgUan1v
2021:01:06 20:35:33,"38 deg 53' 25.08"" N, 77 deg 0' 37.08"" W",TRUE,iPhone 11 Pro,Bl351Ty32aMu
2021:01:06 19:14:18,"38 deg 53' 24.36"" N, 77 deg 0' 37.44"" W",TRUE,iPhone 12 Pro Max,bMHWhr5qAMH9
2021:01:06 20:10:22,"38 deg 53' 23.64"" N, 77 deg 0' 37.08"" W",TRUE,iPhone 12 Pro Max,BnoDFbldwdly
2021:01:06 16:07:48,"38 deg 53' 29.76"" N, 77 deg 1' 59.52"" W",TRUE,iPhone XS,bpO11ESzb4Jt
2021:01:06 21:01:23,"38 deg 53' 9.24"" N, 77 deg 0' 27.36"" W",TRUE,iPhone XR,BQ97NR3FGlWY
2021:01:06 00:17:28,"38 deg 53' 44.88"" N, 77 deg 1' 52.32"" W",TRUE,iPhone XS Max,bqcFHFPlIxVz
2021:01:06 18:36:35,"38 deg 53' 31.92"" N, 77 deg 1' 3.36"" W",TRUE,iPhone 11 Pro Max,BQQyPL9LxpLz
2021:01:06 16:08:38,"38 deg 53' 34.80"" N, 77 deg 1' 13.08"" W",TRUE,null,bQvQLbiTz0q5
2021:01:06 20:24:26,"38 deg 53' 25.08"" N, 77 deg 0' 35.28"" W",TRUE,iPhone 11 Pro Max,BvNA5CiE47yt
2021:01:06 15:32:59,"38 deg 53' 30.12"" N, 77 deg 2' 12.12"" W",TRUE,iPhone 11,BVo7j7cX5sF9
2021:01:06 22:07:39,"38 deg 53' 22.56"" N, 77 deg 0' 36.72"" W",TRUE,iPhone 11 Pro,bVPcTXidhYjP
2021:01:06 18:11:29,"38 deg 53' 21.12"" N, 77 deg 0' 43.56"" W",TRUE,iPhone 11,BxD1M9oq62fW
2021:01:06 20:09:31,"38 deg 53' 22.20"" N, 77 deg 0' 39.24"" W",TRUE,iPhone 11,BzlETjKJ7mw7
2021:01:06 18:14:11,"38 deg 53' 30.84"" N, 77 deg 2' 11.40"" W",TRUE,iPhone 7,C0iVFlxMD0xd
2021:01:06 20:42:18,"38 deg 53' 23.28"" N, 77 deg 0' 29.88"" W",TRUE,null,c0nIoRasIm5z
2021:01:06 12:56:29,"38 deg 53' 28.68"" N, 77 deg 2' 4.20"" W",TRUE,iPhone 8,c1aUD7fjRKls
2021:01:06 23:50:40,"38 deg 53' 30.12"" N, 77 deg 2' 11.04"" W",TRUE,iPhone 8 Plus,c1BJ5UScIV4j
2021:01:06 20:11:14,"38 deg 53' 23.28"" N, 77 deg 0' 36.36"" W",TRUE,iPhone XR,c1vJVaLcIdbk
2021:01:06 18:38:24,"38 deg 53' 19.32"" N, 77 deg 0' 49.68"" W",TRUE,iPhone XR,C2NlgX1NxiL3
2021:01:06 18:40:26,"38 deg 53' 23.64"" N, 77 deg 0' 39.24"" W",TRUE,iPhone 11 Pro Max,C4IM4xTcxLWH
2021:01:06 20:20:37,"38 deg 53' 21.12"" N, 77 deg 0' 34.56"" W",TRUE,iPhone XS,C4YoY0OUVVNO
2021:01:06 21:41:11,"38 deg 53' 22.20"" N, 77 deg 0' 37.08"" W",TRUE,null,C5u7WZz0ibfe
2021:01:06 20:09:55,"38 deg 53' 23.64"" N, 77 deg 0' 32.40"" W",TRUE,iPhone X,C6CA3XcXO87g
2021:01:06 16:44:24,"38 deg 53' 31.92"" N, 77 deg 2' 5.64"" W",TRUE,iPhone X,C6icT24heT8w
2021:01:06 20:01:50,"38 deg 53' 22.56"" N, 77 deg 0' 38.88"" W",TRUE,iPhone 12 Pro,c7pkKiK235B9
2021:01:06 18:20:07,"38 deg 53' 29.76"" N, 77 deg 1' 5.88"" W",TRUE,iPhone X,c8OcZF1R9C8W
2021:01:06 16:23:31,"38 deg 53' 35.88"" N, 77 deg 2' 10.68"" W",TRUE,iPhone XS Max,C9CbTmKanEX4
2021:01:06 19:59:41,"38 deg 53' 24.00"" N, 77 deg 0' 34.92"" W",TRUE,iPhone 7,c9JUtuCVndZf
2021:01:06 19:24:58,"38 deg 53' 29.76"" N, 77 deg 0' 45.00"" W",TRUE,iPhone 8,CBjQ5bkcprs4
2021:01:06 16:32:43,"38 deg 53' 31.56"" N, 77 deg 2' 12.48"" W",TRUE,iPhone XR,CBqleP9b5ei1
2021:01:06 18:10:01,"38 deg 53' 30.48"" N, 77 deg 2' 13.56"" W",TRUE,null,CBSlM2vCEM1D
2021:01:06 16:33:54,"38 deg 53' 31.20"" N, 77 deg 2' 9.96"" W",TRUE,iPhone 12,CC0iavGPRx9W
2021:01:06 19:03:57,"38 deg 53' 22.92"" N, 77 deg 0' 51.84"" W",TRUE,iPhone XR,Cc1sJwp9vtSG
2021:01:06 17:00:26,"38 deg 53' 26.16"" N, 77 deg 2' 12.48"" W",TRUE,iPhone XS Max,CCpdypA06UDd
2021:01:06 22:08:15,"38 deg 53' 21.48"" N, 77 deg 1' 1.92"" W",TRUE,null,cDQaoCt4Nqsr
2021:01:06 20:52:56,"38 deg 53' 22.56"" N, 77 deg 0' 35.28"" W",TRUE,null,CdZE4mF5ht43
2021:01:06 19:06:28,"38 deg 53' 24.00"" N, 77 deg 0' 27.36"" W",TRUE,iPhone 8,CE7LhOl22vJ9
2021:01:06 19:42:21,"38 deg 53' 24.00"" N, 77 deg 0' 27.00"" W",TRUE,iPhone SE (2nd generation),Cg3gG8trkats
2021:01:06 21:00:10,"38 deg 53' 23.64"" N, 77 deg 0' 37.08"" W",TRUE,iPhone 8 Plus,CgZxY8PDNM9m
2021:01:06 20:08:00,"38 deg 53' 23.64"" N, 77 deg 0' 37.80"" W",TRUE,iPhone 11 Pro Max,cH7hJfL5O4UU
2021:01:06 17:13:04,"38 deg 53' 24.36"" N, 77 deg 2' 7.80"" W",TRUE,iPhone XR,cHRjjrxdHl62
2021:01:06 19:43:39,"38 deg 53' 25.80"" N, 77 deg 0' 34.20"" W",TRUE,iPhone 7,cirqID5Kjxdp
2021:01:06 17:00:04,"38 deg 53' 37.32"" N, 77 deg 2' 12.12"" W",TRUE,iPhone 11 Pro,CjBp5eYn9SIM
2021:01:06 18:55:09,"38 deg 53' 31.20"" N, 77 deg 1' 22.80"" W",TRUE,iPhone 8 Plus,cJtt6jzaEVsY
2021:01:06 18:54:15,"38 deg 53' 31.92"" N, 77 deg 0' 43.92"" W",TRUE,iPhone 11 Pro Max,cKdzPlpSzvAk
2021:01:06 18:21:56,"38 deg 53' 23.28"" N, 77 deg 0' 38.88"" W",TRUE,iPhone 11 Pro Max,CKSVgexBTTpn
2021:01:06 20:10:24,"38 deg 53' 23.28"" N, 77 deg 0' 36.00"" W",TRUE,iPhone 11,ckvcLvKYv4cd
2021:01:06 19:06:53,"38 deg 53' 21.12"" N, 77 deg 1' 1.56"" W",TRUE,iPhone 11 Pro Max,cl21yhY0WpGR
2021:01:06 18:45:17,"38 deg 53' 24.72"" N, 77 deg 0' 37.08"" W",TRUE,null,CmTRG8bUhFov
2021:01:06 19:09:54,"38 deg 53' 24.36"" N, 77 deg 0' 38.88"" W",TRUE,iPhone XR,cmzbWnPI5Jgs
2021:01:06 19:14:26,"38 deg 53' 23.28"" N, 77 deg 0' 30.60"" W",TRUE,iPhone 12 Pro Max,CN67oIug5zAh
2021:01:06 19:33:02,"38 deg 53' 23.64"" N, 77 deg 0' 38.16"" W",TRUE,iPhone 11 Pro Max,cnj6DJtVllfK
2021:01:06 19:57:52,"38 deg 53' 25.44"" N, 77 deg 0' 37.08"" W",TRUE,iPhone XS Max,CNrWBNcfCr8w
2021:01:06 18:55:26,"38 deg 53' 24.72"" N, 77 deg 0' 37.44"" W",TRUE,iPhone 12 Pro Max,cONvl0p08sMY
2021:01:06 18:55:26,"38 deg 53' 24.72"" N, 77 deg 0' 37.44"" W",TRUE,iPhone 12 Pro Max,cP14vEjjZT4J
2021:01:06 17:00:04,"38 deg 53' 31.92"" N, 77 deg 2' 6.00"" W",TRUE,iPhone X,Cp1Hh3fxtldb
2021:01:06 22:37:11,"38 deg 53' 25.44"" N, 77 deg 0' 33.84"" W",TRUE,iPhone 11 Pro Max,CPeuy7lOW44J
2021:01:06 18:17:50,"38 deg 53' 29.40"" N, 77 deg 0' 54.72"" W",TRUE,iPhone 7,CQtHtEEczheT
2021:01:06 13:02:34,"38 deg 53' 39.48"" N, 77 deg 2' 0.96"" W",TRUE,null,cSKhlKa6cTDy
2021:01:06 21:33:04,"38 deg 53' 24.36"" N, 77 deg 0' 36.00"" W",TRUE,iPhone 12,csRsMMepEl92
2021:01:06 16:58:02,"38 deg 53' 30.12"" N, 77 deg 2' 8.16"" W",TRUE,iPhone XS,CtpFcLr34Uql
2021:01:06 22:10:43,"38 deg 53' 24.00"" N, 77 deg 0' 36.00"" W",TRUE,iPhone XR,CVJciWvfzVc1
2021:01:06 23:02:25,"38 deg 53' 26.52"" N, 77 deg 0' 43.20"" W",TRUE,iPhone 12 Pro,cwoMBUgoUj8T
2021:01:06 18:20:57,"38 deg 53' 32.28"" N, 77 deg 2' 11.04"" W",TRUE,null,CWyeMEaKCWud
2021:01:06 14:51:58,"38 deg 53' 39.84"" N, 77 deg 2' 0.96"" W",TRUE,iPhone XR,cxDGJuCrh5df
2021:01:06 17:47:37,"38 deg 53' 26.88"" N, 77 deg 2' 13.56"" W",TRUE,iPhone 11 Pro,CxuimH5Nb5do
2021:01:06 19:31:05,"38 deg 53' 26.52"" N, 77 deg 0' 33.84"" W",TRUE,null,CZgJF11YMHNh
2021:01:06 19:57:52,"38 deg 53' 25.44"" N, 77 deg 0' 37.08"" W",TRUE,iPhone XS Max,cZP6tyoSFNCq
2021:01:06 16:32:43,"38 deg 53' 31.56"" N, 77 deg 2' 12.48"" W",TRUE,iPhone XR,D1hTLKXn3FIC
2021:01:06 21:06:51,"38 deg 53' 22.56"" N, 77 deg 0' 36.72"" W",TRUE,iPhone 7,D1nBUG3Qu3sw
2021:01:06 14:05:02,"38 deg 53' 31.20"" N, 77 deg 2' 7.80"" W",TRUE,iPhone 8,d1zM5ane4tm1
2021:01:06 19:13:29,"38 deg 53' 24.72"" N, 77 deg 0' 43.20"" W",TRUE,iPhone XR,d5Xmqp4NDLs6
2021:01:06 20:41:09,"38 deg 53' 26.52"" N, 77 deg 0' 34.20"" W",TRUE,iPhone 11 Pro Max,D74suPzrQwTL
2021:01:06 19:20:41,"38 deg 53' 25.08"" N, 77 deg 0' 34.20"" W",TRUE,iPhone X,D7gBZ66rFsaJ
2021:01:06 19:20:36,"38 deg 53' 23.64"" N, 77 deg 0' 31.32"" W",TRUE,iPhone XR,d7W6peU7P7SA
2021:01:06 14:31:03,"38 deg 53' 30.48"" N, 77 deg 2' 12.12"" W",TRUE,iPhone 11 Pro Max,d8Cc81F774WQ
2021:01:06 20:10:24,"38 deg 53' 23.28"" N, 77 deg 0' 36.00"" W",TRUE,iPhone 11,D9VcpLzdRJhq
2021:01:06 21:39:03,"38 deg 53' 24.36"" N, 77 deg 0' 36.36"" W",TRUE,iPhone 6s Plus,dbcG4DKbcaiW
2021:01:06 18:49:43,"38 deg 53' 26.16"" N, 77 deg 0' 46.08"" W",TRUE,null,DBH8ovQo0MoV
2021:01:06 15:29:55,"38 deg 53' 28.32"" N, 77 deg 2' 14.28"" W",TRUE,iPhone XS Max,dCrPCc3Hvnpm
2021:01:06 23:15:26,"38 deg 53' 23.28"" N, 77 deg 0' 37.08"" W",TRUE,iPhone 11 Pro Max,dCYGQP2fKOZf
2021:01:06 16:39:31,"38 deg 53' 28.68"" N, 77 deg 2' 10.32"" W",TRUE,iPhone 8 Plus,DcZD1fcn6YU7
2021:01:06 20:23:58,"38 deg 53' 22.20"" N, 77 deg 0' 36.36"" W",TRUE,iPhone 11 Pro Max,dF2z7e7CkqqD
2021:01:06 16:59:44,"38 deg 53' 26.52"" N, 77 deg 2' 10.32"" W",TRUE,iPhone 11 Pro Max,DFLm2As2pXc4
2021:01:06 19:10:04,"38 deg 53' 23.28"" N, 77 deg 0' 31.68"" W",TRUE,null,Dg4C2BcNChXn
2021:01:06 21:33:04,"38 deg 53' 24.36"" N, 77 deg 0' 36.00"" W",TRUE,iPhone 12,DGpUSlu6o2yD
2021:01:06 20:10:24,"38 deg 53' 23.28"" N, 77 deg 0' 36.00"" W",TRUE,iPhone 11,dH7rHe3d36Wo
2021:01:06 17:05:03,"38 deg 53' 31.56"" N, 77 deg 2' 10.32"" W",TRUE,iPhone 11 Pro Max,DHoJvfj4HEiv
2021:01:06 12:57:17,"38 deg 53' 30.48"" N, 77 deg 2' 10.32"" W",TRUE,iPhone 8,diIeD4Ne7Ear
2021:01:06 18:21:45,"38 deg 53' 34.08"" N, 77 deg 2' 0.60"" W",TRUE,iPhone XR,dilrNEPyGwLa
2021:01:06 21:11:12,"38 deg 53' 25.80"" N, 77 deg 0' 42.48"" W",TRUE,iPhone XS,DIPqf1K2PJba
2021:01:06 22:10:43,"38 deg 53' 24.00"" N, 77 deg 0' 36.00"" W",TRUE,iPhone XR,DJzdPcAuKKwU
2021:01:06 17:09:26,"38 deg 53' 29.40"" N, 77 deg 2' 11.76"" W",TRUE,null,DLrp7deeIqht
2021:01:06 21:04:29,"38 deg 53' 27.24"" N, 77 deg 0' 32.40"" W",TRUE,iPhone XR,dltfIbXGM5gi
2021:01:06 17:55:17,"38 deg 53' 28.32"" N, 77 deg 0' 47.52"" W",TRUE,iPhone 11 Pro Max,Dm7RNKn6blxh
2021:01:06 00:17:28,"38 deg 53' 44.88"" N, 77 deg 1' 52.32"" W",TRUE,iPhone XS Max,dmmq2lpb09v5
2021:01:06 19:29:52,"38 deg 53' 25.44"" N, 77 deg 0' 39.60"" W",TRUE,iPhone 8 Plus,DMtXYvwqu6HV
2021:01:06 20:12:08,"38 deg 53' 20.04"" N, 77 deg 0' 37.80"" W",TRUE,iPhone 11 Pro Max,dnaYFpHBSu5k
2021:01:06 18:07:49,"38 deg 53' 24.72"" N, 77 deg 0' 37.80"" W",TRUE,iPhone 11,dNQEWzlDBIPp
2021:01:06 18:45:02,"38 deg 53' 23.64"" N, 77 deg 0' 37.44"" W",TRUE,iPhone 11 Pro,DOo0flQHUlS8
2021:01:06 20:58:49,"38 deg 53' 11.76"" N, 77 deg 0' 45.00"" W",TRUE,iPhone XR,Dp1TBq414fdG
2021:01:06 04:49:25,"38 deg 53' 34.80"" N, 77 deg 2' 0.96"" W",TRUE,null,dpcXzM6zhPZR
2021:01:06 22:15:29,"38 deg 53' 40.56"" N, 77 deg 1' 38.64"" W",TRUE,iPhone XR,Dq2O7DzTZmfh
2021:01:06 17:57:16,"38 deg 53' 25.44"" N, 77 deg 0' 42.84"" W",TRUE,null,Dr91Sy9JPaqz
2021:01:06 16:06:37,"38 deg 53' 31.92"" N, 77 deg 2' 11.40"" W",TRUE,iPhone XS,Ds6ZUPblNzv4
2021:01:06 20:17:40,"38 deg 53' 22.92"" N, 77 deg 0' 37.80"" W",TRUE,iPhone 12 Pro Max,dsIj54OcP9IS
2021:01:06 18:33:05,"38 deg 53' 24.00"" N, 77 deg 0' 37.44"" W",TRUE,iPhone 11 Pro Max,Dsw78s0t9tya
2021:01:06 19:37:57,"38 deg 53' 23.64"" N, 77 deg 0' 38.16"" W",TRUE,iPhone 12 Pro,dT3kSGZzzSzI
2021:01:06 20:43:57,"38 deg 53' 24.00"" N, 77 deg 0' 35.64"" W",TRUE,iPhone XR,dTs1N3WVh3h8
2021:01:06 16:12:38,"38 deg 53' 35.16"" N, 77 deg 2' 1.32"" W",TRUE,iPhone XR,dVipXMFYPp43
2021:01:06 19:46:27,"38 deg 53' 24.00"" N, 77 deg 0' 35.64"" W",TRUE,iPhone 7 Plus,DWGQ3kX1t1bF
2021:01:06 19:39:11,"38 deg 53' 22.56"" N, 77 deg 0' 38.88"" W",TRUE,iPhone SE (2nd generation),dwvgDZzQRsY3
2021:01:06 22:18:53,"38 deg 53' 22.92"" N, 77 deg 0' 39.24"" W",TRUE,iPhone 11 Pro,Dwx71JWXxoKv
2021:01:06 18:33:05,"38 deg 53' 24.00"" N, 77 deg 0' 37.44"" W",TRUE,iPhone 11 Pro Max,DX3RBg66JdtR
2021:01:06 15:51:41,"38 deg 53' 31.92"" N, 77 deg 2' 17.88"" W",TRUE,iPhone XR,dy5GFIwCwuOP
2021:01:06 17:59:50,"38 deg 53' 30.48"" N, 77 deg 1' 40.08"" W",TRUE,iPhone 12 Pro Max,DYap5yt4pNXI
2021:01:06 04:49:13,"38 deg 53' 44.88"" N, 77 deg 1' 52.68"" W",TRUE,iPhone 11 Pro Max,DyHkKgGIzRFM
2021:01:06 20:20:29,"38 deg 53' 24.00"" N, 77 deg 0' 35.28"" W",TRUE,iPhone XR,dyxOuy25PXw6
2021:01:06 17:10:00,"38 deg 53' 23.64"" N, 77 deg 2' 6.72"" W",TRUE,null,DYXvOYthCx2F
2021:01:06 19:16:10,"38 deg 53' 25.08"" N, 77 deg 0' 36.72"" W",TRUE,null,DzTb5lFGVF6I
2021:01:06 19:30:35,"38 deg 53' 22.20"" N, 77 deg 0' 41.76"" W",TRUE,iPhone 7,dZY4EmEcSdUF
2021:01:06 13:40:34,"38 deg 53' 31.92"" N, 77 deg 2' 13.20"" W",TRUE,iPhone 11,E1cJ94n8u1rP
2021:01:06 20:17:20,"38 deg 53' 24.36"" N, 77 deg 0' 35.64"" W",TRUE,iPhone 8,e1gcuShcWxYz
2021:01:06 22:14:47,"38 deg 53' 24.00"" N, 77 deg 0' 38.52"" W",TRUE,iPhone 6s Plus,e47lIeSz7r45
2021:01:06 15:40:15,"38 deg 53' 31.20"" N, 77 deg 2' 6.36"" W",TRUE,iPhone XR,e6BtsS1j9zs8
2021:01:06 19:17:18,"38 deg 53' 27.96"" N, 77 deg 0' 48.24"" W",TRUE,iPhone 8 Plus,e7aojJU6V6cK
2021:01:06 17:05:37,"38 deg 53' 32.64"" N, 77 deg 2' 5.64"" W",TRUE,iPhone X,e8PppkH5mMcT
2021:01:06 19:38:50,"38 deg 53' 26.52"" N, 77 deg 0' 45.72"" W",TRUE,iPhone X,E9A83O7xEHND
2021:01:06 17:00:49,"38 deg 53' 37.32"" N, 77 deg 2' 11.40"" W",TRUE,iPhone XR,EAQMiCrIpltl
2021:01:06 18:11:29,"38 deg 53' 30.84"" N, 77 deg 1' 30.36"" W",TRUE,iPhone 11 Pro Max,EaU4AGJteDUN
2021:01:06 19:54:55,"38 deg 53' 25.44"" N, 77 deg 0' 41.04"" W",TRUE,iPhone XS Max,edx5l3yDUQ6B
2021:01:06 15:48:24,"38 deg 53' 29.40"" N, 77 deg 2' 9.24"" W",TRUE,iPhone 12 Pro Max,eegOpX0BfjsK
2021:01:06 18:29:02,"38 deg 53' 58.56"" N, 77 deg 2' 20.76"" W",TRUE,iPhone XR,EFc5cWENHs5F
2021:01:06 18:25:03,"38 deg 53' 24.00"" N, 77 deg 0' 37.44"" W",TRUE,iPhone SE (2nd generation),EFv9XkrdDg8Q
2021:01:06 19:34:58,"38 deg 53' 26.16"" N, 77 deg 0' 43.20"" W",TRUE,iPhone X,eGLhyqeTOQCx
2021:01:06 19:47:46,"38 deg 53' 24.72"" N, 77 deg 0' 38.52"" W",TRUE,iPhone 11,eGOoR3I08FkK
2021:01:06 00:15:51,"38 deg 53' 15.36"" N, 77 deg 2' 13.92"" W",TRUE,iPhone XS,eGqmDWzz0oSh
2021:01:06 18:40:26,"38 deg 53' 23.64"" N, 77 deg 0' 39.24"" W",TRUE,iPhone 11 Pro Max,EGrFrkDN88km
2021:01:06 18:07:29,"38 deg 53' 30.12"" N, 77 deg 2' 11.76"" W",TRUE,iPhone XR,eGWFiGU2WtR8
2021:01:06 22:07:39,"38 deg 53' 22.56"" N, 77 deg 0' 36.72"" W",TRUE,iPhone 11 Pro,ehioYC9DKqYv
2021:01:06 20:23:05,"38 deg 53' 30.84"" N, 77 deg 0' 48.96"" W",TRUE,iPhone 12 Pro Max,ehSae1O1C9pt
2021:01:06 21:15:58,"38 deg 53' 21.12"" N, 77 deg 0' 34.20"" W",TRUE,iPhone 12,EjkHpFX9ATgp
2021:01:06 22:13:18,"38 deg 53' 24.72"" N, 77 deg 0' 37.44"" W",TRUE,iPhone XS Max,eLSgf3w5r4PI
2021:01:06 13:39:05,"38 deg 53' 24.72"" N, 77 deg 2' 6.00"" W",TRUE,iPhone 11 Pro Max,emAlhzlkYNvv
2021:01:06 20:10:24,"38 deg 53' 23.28"" N, 77 deg 0' 36.00"" W",TRUE,iPhone 11,eMDjjMzm6kPk
2021:01:06 16:11:51,"38 deg 53' 29.76"" N, 77 deg 2' 10.32"" W",TRUE,iPhone XR,EniSIqkMzJqV
2021:01:06 17:01:34,"38 deg 53' 31.56"" N, 77 deg 2' 5.28"" W",TRUE,null,eoil5IIQ62LJ
2021:01:06 16:21:22,"38 deg 53' 25.80"" N, 77 deg 2' 8.88"" W",TRUE,iPhone XS Max,eouIUQ62wDSC
2021:01:06 17:25:53,"38 deg 53' 32.28"" N, 77 deg 2' 13.92"" W",TRUE,null,eplxZ9zLNP6t
2021:01:06 18:22:02,"38 deg 53' 34.08"" N, 77 deg 2' 22.20"" W",TRUE,iPhone 8,eQQ4COoeOxoP
2021:01:06 19:29:52,"38 deg 53' 25.44"" N, 77 deg 0' 39.60"" W",TRUE,iPhone 8 Plus,eQuAGfU87pPB
2021:01:06 19:00:43,"38 deg 53' 27.24"" N, 77 deg 0' 45.00"" W",TRUE,iPhone 11 Pro Max,ERBwTPyZ4s0V
2021:01:06 16:30:32,"38 deg 53' 31.20"" N, 77 deg 2' 14.28"" W",TRUE,iPhone 7,ereiiJLQfQzB
2021:01:06 14:35:01,"38 deg 53' 31.56"" N, 77 deg 2' 11.76"" W",TRUE,iPhone 11 Pro Max,eT3dCPVjg484
2021:01:06 15:55:29,"38 deg 53' 21.48"" N, 77 deg 1' 16.32"" W",TRUE,null,ET84WGA65PjB
2021:01:06 13:40:29,"38 deg 53' 30.12"" N, 77 deg 2' 11.40"" W",TRUE,iPhone 11 Pro,evguRVYcqPlB
2021:01:06 18:34:38,"38 deg 53' 24.72"" N, 77 deg 0' 38.52"" W",TRUE,iPhone 12 Pro,EvuXaSzgYJ14
2021:01:06 18:41:17,"38 deg 53' 24.72"" N, 77 deg 1' 57.72"" W",TRUE,iPhone 8 Plus,eVwX9hfprK0u
2021:01:06 19:14:18,"38 deg 53' 24.36"" N, 77 deg 0' 37.44"" W",TRUE,iPhone 12 Pro Max,f0iTgxeWp2XF
2021:01:06 19:12:08,"38 deg 53' 27.60"" N, 77 deg 0' 45.36"" W",TRUE,iPhone 11,f4r3qk5vms1B
2021:01:06 17:06:35,"38 deg 53' 24.72"" N, 77 deg 2' 7.08"" W",TRUE,null,F5ZPe3cpnqSJ
